Nome,Sobrenome,Altura,Peso,Data Nascimento
Adrian,NALAŢI,181,77,1983-05-21
Gabriel,MUREŞAN,188,78,1982-02-13
Dan,MATEI,178,,1981-06-25
Radu,MĂRGINEAN,175,71,1983-01-03
Marius,CURTUIUŞ,180,74,1989-08-13
Sergiu,COSTEA,,,1983-01-10
Flavius,BĂD,182,80,1983-05-24
Călin,ALBUŢ,183,80,1981-05-23
Cyril,THÉREAU,189,78,1983-04-24
Octavian,ABRUDAN,191,79,1984-03-16
Stelian,STANCU,180,65,1981-09-22
Marius,CROITORU,175,75,1980-10-02
Răzvan,OCHIROŞII,176,72,1989-03-13
Ovidiu,PETRE,188,74,1982-03-22
Romeo,SURDU,176,72,1984-01-12
Eduard,STANCIOIU,183,75,1981-03-03
Gualberto,MOJICA,177,76,1984-10-07
Casian,MICLAUS,,,1977-08-14
Ciprian,DEAC,177,70,1986-02-16
Florin,DAN,176,69,1979-04-01
Artem,DZYUBA,194,91,1988-08-22
Luke,SHERBON,178,74,1986-06-06
Richard,MORGAN,,,1978-02-14
Bari,MORGAN,,,1980-08-13
Geoff,KELLAWAY,175,75,1986-04-07
Stuart,FRASER,175,70,1987-03-28
Sebastian,SFÂRLEA,165,60,1981-07-26
Cristian,SILVĂŞAN,182,75,1982-02-25
Clement,PALIMARU,186,81,1986-02-04
Razvan,PLESCA,189,83,1982-11-25
Srecko,MITROVIC,181,,1984-02-17
Cosmin,VÂTCĂ,184,74,1982-05-12
János,SZÉKELY,178,70,1983-05-13
Dorin,SEMEGHIN,169,64,1979-03-29
Salif,NOGO,185,78,1986-12-31
Tadas,LABUKAS,182,80,1984-01-10
Gabriel,GIURGIU,175,65,1982-09-03
Emil,JULA,192,88,1980-01-03
Ramses,GADO,180,75,1982-05-09
Gheorghe,BOGHIU,178,68,1981-10-26
Marko,GRGIC,,,1987-06-13
Marin,LJUBIČIĆ,186,85,1988-06-15
Drago,GABRIĆ,176,66,1986-07-06
Mario,CAREVIC,187,79,1982-03-29
Costa,ANDERSON,188,87,1984-03-13
Shikoze,UDOJI,172,67,1986-07-16
Georgi,ILIEV,178,75,1981-09-05
José,FURTADO,184,78,1983-03-14
James,TAYLOR,178,69,1984-12-10
Bozhidar,MITREV,184,75,1987-03-31
Veselin,MINEV,175,60,1980-10-14
Osian,JONES,,,1984-03-26
Andrew,EDGAR,,,1982-12-04
Matthew,COOK,175,,1985-09-07
Michael,BURNS,178,72,1988-10-04
Adam,WORTON,,,1987-04-10
Chris,VENABLES,188,79,1985-07-23
Ian,PROBERT,,,1987-06-08
Neil,MITCHELL,,,1988-04-01
Simon,JONES,,,1984-10-25
Chris,JONES,,,1983-01-25
Mark,GRIFFITHS,,,1987-08-04
Graham,EVANS,,,1980-06-16
Andy,DAVIES,,,1979-10-30
Bogdan,PANAIT,185,74,1983-04-12
Horatiu,POPA,,,1982-12-10
Daniel,SABOU,181,72,1979-11-04
Ionut,VOICU,174,66,1984-08-02
Răzvan,NEAGU,182,78,1987-05-25
Şerban,MORARU,182,,1986-02-09
Ştefan,MARDARE,183,81,1987-12-03
Laurentiu,IVAN,,,1983-04-12
Petar,JOVANOVIĆ,180,78,1982-07-12
Cristian,HĂISAN,182,80,1981-03-03
Adrian,GHEORGHIU,178,77,1981-11-30
Marius,DOBOŞ,181,75,1981-04-15
Cornel,CORNEA,179,63,1981-07-28
Vasile,BUHĂESCU,187,88,1988-02-02
Iwan,WILLIAMS,,,1985-03-28
Jason,SADLER,,,1980-04-24
Rhys,ROBERTSON,,,1985-07-17
Kevin,ROBERTS,,,1982-12-29
Geraint,MITCHELL,,,1985-10-14
Danny,HUGHES,,,1980-12-13
Ywain,GWYNEDD,,,1983-11-11
Les,DAVIES,191,108,1984-10-29
Paul,TINCU,174,70,1986-02-26
Mark,BEEVERS,193,80,1989-11-21
Craig,WILLIAMS,,,1987-12-21
Karl,SELIEARTS,,,1989-07-11
Tom,REYNOLDS,,,1982-02-01
Matt,LEWIS,,,1982-03-20
Lukas,JUTKIEWICZ,185,81,1989-03-20
David,JONES,,,1984-04-29
Nemanja,VIDAKOVIĆ,184,80,1985-09-29
Marin,VĂTAVU,189,80,1982-05-20
Gareth,HUGHES,,,1981-01-08
Florin,STÂNGĂ,170,68,1978-06-28
Florin,POPETE,177,73,1977-12-27
Alin,CHIBULCUTEAN,180,80,1978-11-20
Nikola,VASILJEVIĆ,184,80,1983-12-19
Iulian,STEFAN,,,1980-07-24
Adrian,RUSU,181,74,1984-07-28
Dorin,MIHUŢ,180,75,1982-06-26
Florin,HIDIŞAN,172,64,1982-06-24
Rolando,EDSON,187,83,1983-09-03
Cristian,DANALACHE,190,86,1982-07-15
Bruno,SIMÃO,177,72,1985-05-05
Danny,DESORMEAUX,,,1982-08-15
Damien,DANIELS,,,1981-12-16
Claudiu,VOICULEŢ,170,65,1985-08-08
Adrian,VLAS,,,1982-01-12
Marius,SOARE,,,1987-07-30
Ben,TEEKLOH,178,73,1983-12-06
Marcel,ÖTVOŞ,,,1982-11-11
Marius,NAE,,,1981-02-09
Tibor,MOLDOVAN,188,79,1982-05-03
Ionut,LARIE,186,80,1987-01-16
George,CURCĂ,186,82,1981-05-08
Cosmin,BACILA,172,68,1983-09-10
Iulian,APOSTOL,174,64,1980-12-03
Julius,WOBAY,168,69,1984-05-19
Gabriel,VELCOVICI,178,72,1984-10-02
Dorel,STOICA,180,78,1978-12-15
Robert,SĂCEANU,181,74,1983-06-22
Lucian,PARVU,,,1982-06-14
Josh,MITCHELL,182,73,1984-08-20
Andrei,IONESCU,174,67,1988-03-29
Valerian,GÂRLĂ,170,,1986-07-06
Constantin,GARGALIE,,,1979-05-20
Constantin,GÂNGIOVEANU,172,67,1989-09-04
Valerica,GAMAN,188,72,1989-02-25
Mihai,DINA,187,71,1985-09-15
Paul,CURTEANU,182,76,1983-07-27
Ovidiu,DĂNĂNAE,180,78,1985-08-26
Florin,COSTEA,185,78,1985-05-16
Mădălin,CIUCĂ,184,75,1982-11-04
Stefan,BARBOIANU,182,78,1988-01-24
Mircea,BORNESCU,187,90,1980-05-03
Michael,BAIRD,179,77,1983-08-01
Jim,O&#39;BRIEN,178,64,1987-09-28
César,AZPILICUETA,178,75,1989-08-28
John,ROWLEY,,,1981-05-17
Kieran,QUINN,,,1986-03-20
Paul,PRITCHARD,,,1984-05-26
Eifion,JONES,,,1980-09-28
Chris,JONES,,,1985-10-09
Ben,HEATH,176,61,1996-01-21
Mark,HARRIS,,,1986-12-15
Rhys,WILLIAMS,187,73,1988-07-14
Matthew,PROSSER,,,1987-04-07
Gareth,SUDLOW,,,1983-10-06
Adam,MCGHEE,,,1990-09-28
James,MCINTOSH,,,1983-02-06
Adam,HUNTER,,,1986-01-25
Steve,HOPKINS,,,1980-04-12
David,HUGHES,,,1982-02-08
Ryan,EDWARDS,,,1988-06-22
Richard,DORMAN,175,70,1988-06-14
Tsvetan,GENKOV,186,77,1984-08-08
Robert,SNODGRASS,182,77,1987-09-07
Dmitri,TORBINSKY,172,60,1984-04-28
Peter,HARTLEY,182,78,1988-04-03
Zander,SUTHERLAND,168,,1987-09-07
Laryea,KINGSTON,172,69,1980-11-07
Jamie,MACDONALD,185,70,1986-04-17
John,ARMSTRONG,181,,1988-07-19
Greg,KELLY,,,1987-04-28
Arnas,LEKEVIČIUS,,,1984-03-21
Diarmuid,O&#39;CARROLL,183,74,1987-03-16
Steven,LENNON,170,60,1988-01-20
Lewis,MCGUGAN,175,73,1988-10-25
Lubomír,MICHALÍK,193,83,1983-08-13
Dave,MARTIN,175,68,1985-06-03
Franck,MOUSSA,173,67,1989-09-24
Péter,RAJCZI,183,79,1981-04-03
Hogan,EPHRAIM,175,70,1988-03-31
Adam,LALLANA,173,73,1988-05-10
Jamie,YATES,170,61,1988-12-24
Liam,KING,,,1987-12-03
Toumani,DIAGOURAGA,188,72,1987-06-09
Andy,GALLINAGH,178,74,1985-03-16
Michael,JORDAN,198,,1986-04-07
Kyle,CRITCHELL,183,,1987-01-18
Marc,WILSON,188,80,1987-08-17
Sam,VOKES,186,76,1989-10-21
Brett,JOHNSON,185,83,1985-08-15
Tom,POPE,192,71,1985-08-27
Shaun,MILLER,173,71,1987-09-25
Charlie,LEE,180,73,1987-01-05
Zoumana,BAKAYOGO,183,73,1986-08-17
Stephen,HINDMARCH,,,1989-11-16
Johann,SMITH,180,75,1987-04-25
Joe,GARNER,178,73,1988-04-12
Mike,PEARSON,180,,1988-01-19
Sam,BALDOCK,170,66,1989-03-15
Jonny,HAYES,168,70,1987-07-09
Tommy,ROWE,180,81,1988-09-24
Anthony,PILKINGTON,181,81,1988-06-06
Stephen,GLEESON,175,70,1988-08-03
Paul,GREEN,173,69,1987-04-15
Owain,WARLOW,185,75,1987-10-25
Kévin,BRU,182,71,1988-12-12
Guillaume,BORNE,183,78,1988-02-12
Maodo Malick,FAYE,179,72,1987-12-13
Walid,CHERFA,180,76,1986-02-19
Chris,MAKIESE,184,74,1987-10-14
Grégory,BETTIOL,180,79,1986-03-30
Alberto,COSSENTINO,187,75,1988-09-10
Sebastián,RIBAS,189,86,1988-03-11
Jonathan,BIABIANY,177,70,1988-04-28
Francesco,BOLZONI,180,78,1989-05-07
Nicolas,MARIN,171,70,1980-08-29
Samir,HENAINI,187,82,1984-05-04
David,NGOG,188,80,1989-04-01
William,VAINQUEUR,180,73,1988-11-19
Dame,TRAORÉ,188,84,1986-05-19
Johan,LAPEYRE,,,1985-08-03
James,BITTNER,188,83,1982-02-02
Onome,SODJE,178,69,1988-07-17
Fernando,FORESTIERI,172,67,1990-01-16
Tommaso,BIANCHI,182,68,1988-11-01
Simone,PESCE,173,69,1982-07-10
Giampietro,PERRULLI,173,68,1985-06-08
Olivier,N'SIABAMFUMU,184,77,1986-03-17
Nicki Bille,NIELSEN,184,75,1988-02-07
Daniel,BRADASCHIA,168,63,1989-03-02
Kamil,KRÓL,193,78,1987-06-20
Vittorio,TRIARICO,179,71,1989-05-24
Giuseppe,CACCAVALLO,175,71,1987-04-11
Cristian,ARRIETA,188,81,1979-09-18
Andrea,PEANA,176,68,1986-02-12
Andrea,COSSU,184,81,1984-08-15
Nicola,RIGONI,187,84,1990-11-12
Ricardo,VILLAR,168,60,1989-01-02
Daniel,OLA,185,87,1982-11-23
Adriano,MEZAVILLA,178,68,1983-01-14
Mirko,DRUDI,182,75,1987-02-22
Desmond,N'ZE,186,75,1989-04-17
Daniele,MAGLIOCCHETTI,183,74,1986-05-11
Leandro,GRECO,184,75,1986-07-19
Alberto,QUADRI,180,72,1983-01-09
Guido,DI DEO,185,83,1981-07-26
Nicola,STRAMBELLI,168,62,1988-09-06
Ivan,LOSETO,173,73,1988-06-23
Daniele,FIORENTINO,180,73,1988-11-04
Mirko,ERAMO,184,68,1989-07-12
Giacinto,ALLEGRINI,182,77,1986-06-13
Rômulo,TOGNI,183,76,1982-09-09
Giovanni,SCAPPATICCI,177,66,1987-09-10
Marco,DI MATTEO,181,70,1987-04-09
Andrea,DE FALCO,179,71,1986-06-19
Thomas,MANGANI,183,80,1987-04-29
Mapou,YANGA-MBIWA,184,77,1989-05-15
Charles,KABORÉ,181,75,1988-02-09
Gomes,HENRIQUE,187,79,1982-08-20
Abdeslam,AKOUZAR,175,70,1982-04-15
Perica,RADIC,182,81,1984-03-13
Sho,ITO,184,69,1988-07-24
Romain,GENEVOIS,182,75,1987-10-28
Samuel,CAMAZZOLA,183,73,1982-08-30
Samuel,ALLEGRO,185,82,1978-03-14
Gilles,CIONI,165,65,1984-06-14
Samir,BERTIN D&#39;AVESNES,178,65,1986-04-15
Morgan,SCHNEIDERLIN,181,75,1989-11-08
Quentin,OTHON,162,64,1988-03-09
Edgard,LOUE,,,1983-12-27
Dirk,MARCELLIS,180,80,1988-04-13
Jelle,DE BOCK,186,72,1988-05-04
Javier,MARTINA,175,67,1987-02-01
Christian,SUPUSEPA,183,73,1989-04-02
Mitchell,DONALD,183,80,1989-04-13
Murat,YILDIRIM,171,68,1987-05-18
Toby,ALDERWEIRELD,187,80,1989-03-02
Hai,YU,183,78,1987-06-04
Jaime,BRUINIER,185,83,1987-06-28
Saidi,NTIBAZONKIZA,170,64,1987-05-01
Simon,FEINDOUNO,174,64,1985-08-15
Garra,DEMBÉLÉ,188,80,1986-02-21
Youness,BENGELLOUN,183,80,1983-01-03
Ludovic,PANCRATE,185,75,1987-02-23
Jean Emmanuel,EFFA-OWONA,190,82,1983-12-26
Jonathan,ASSOUS,177,67,1983-09-02
Simon,PONTDEMÉ,184,78,1988-05-04
Jahrizinho,VALENTIJN,,,1984-12-02
Wilmer,KOUSEMAKER,184,78,1985-07-12
Age Hains,BOERSMA,,,1982-03-12
Calvin,JONG-A-PIN,183,78,1986-07-18
Nick,COSTER,167,68,1985-09-24
Samir,EL MOUSSAOUI,,,1986-09-17
Hans,MULDER,180,76,1987-04-27
Kees,LUIJCKX,190,85,1986-02-11
Nathan,RUTJES,183,67,1983-12-01
Dele,ADELEYE,189,76,1988-12-25
Wayne,SANDILANDS,184,78,1983-08-23
Tsepho,RAMOKALA,160,65,1982-09-01
Eddie,NGALO,180,71,1982-07-23
Joseph,MKALIPA,174,76,1981-03-22
Dale,STUDZINSKI,,,1979-08-06
Moemedi,MOATLHAPING,178,,1985-07-14
Koketso,MMOTONG,165,58,1979-10-29
Stanley,KGATLA,167,66,1982-09-13
Abass,INUSAH,184,,1982-08-07
Oupa,RADEBE,176,,1980-03-07
Rob,VAN DER SLUIJS,,,1987-03-04
Uga Samweli,OKPARA,183,,1982-08-28
Francis,OKAMMOR,,,1982-08-14
Ajibade,OMOLADE,168,59,1984-06-12
Sam,LEDOR,,,1982-12-15
Sibi,GWAR,178,,1987-09-09
Louis,OTANWA,,,1984-10-03
Emeka,AKUEME,,,1984-02-17
Ejike,UZOENYI,168,66,1992-03-23
David,TYAVKASE,177,77,1984-12-30
Sunday,MBA,181,75,1988-11-28
Ekene,EMIGO,,,1984-11-24
Chiedozie,JOHNSON,,,1983-03-06
Nojim,RAJI,185,,1984-08-02
Dele,AIYENUGBA,185,80,1983-11-20
Änis,BEN-HATIRA,183,82,1988-07-18
Tsietsi,MAHOA,170,72,1982-02-09
Siboniso,GAXA,178,63,1984-04-06
Daine,KLATE,169,59,1985-02-25
Richard,RANTJIE,160,60,1985-04-19
Teko,MODISE,174,62,1982-12-22
Tony,TSABEDZE,180,72,1984-10-29
Katlego,MASHEGO,175,68,1982-05-18
James,CHAMANGA,179,75,1980-02-02
Thabo,SEPTEMBER,170,72,1982-11-03
Sibusiso,MAHLANGU,170,67,1982-05-17
Lance,NIEWENHUIS,,,1987-09-03
Denis,ONYANGO,185,83,1985-05-15
Thabo,NTHETHE,182,68,1984-10-03
Timothy,BATABAIRE,175,73,1981-08-25
Aaron,LEPELE,,,1981-04-01
Grant,SMIT,170,62,1985-10-26
Kleinbooi,TAAIBOS,165,49,1981-03-29
Moses,SPANDEEL,180,78,1980-05-31
James,MADIDILANI,171,65,1986-09-22
Sashi,CHALWE,,,1983-12-16
Patrick,MALOKASE,167,70,1981-12-27
Bienvenu,TIPA,180,74,1979-08-24
Lebogang,MOTHIBANTWA,,,1984-06-12
Shu-Aib,WALTERS,189,84,1981-12-26
Postnett,OMONY,,,1982-12-07
Marcin,WASILEWSKI,186,88,1980-06-09
Esau,MTSWENI,170,72,1980-09-22
Júlio,DANILO,181,70,1986-01-09
Ashraf,HENDRICKS,190,81,1984-07-28
Kagiso,DENGE,187,83,1981-11-09
Buti,SITHOLE,164,,1985-12-16
Noah,CHIVUTA,179,68,1983-12-25
Richard,FERREIRA,167,,1981-07-31
Phillip,EVANS,,,1980-07-12
Craig,CATHCART,188,73,1989-02-06
Mathias,VELGHE,,,1985-09-12
Kevin,ORIS,192,91,1984-12-06
Vladimir,DIMITROVSKI,187,80,1988-11-30
Moses,ADAMS,183,70,1988-07-21
Rodrigues,ADALBERTO,185,81,1987-11-16
Benjamin,LUTUN,,,1987-06-02
Dong-Gook,LEE,185,80,1979-04-29
Jason,BARNARD,,,1982-08-09
Jonathan,ARMOGAM,,,1981-01-09
Koena,MATHOPA,,,1985-01-04
Ruben,CLOETE,181,69,1982-11-03
Erwin,ISAACS,172,66,1986-12-21
Romano,SCOTT,,,1985-01-04
Thembile,KANONO,185,69,1980-06-30
Thando,MNGOMENI,187,75,1983-02-11
Wayne,ROBERTS,,,1977-08-14
Murat,URAL,184,,1987-07-05
Michel,MORGANELLA,182,77,1989-05-17
François,MARQUE,187,83,1983-07-31
Eren,DERDIYOK,191,92,1988-06-12
Remo,STAUBLI,187,80,1988-10-07
Marco,SCHÖNBÄCHLER,174,63,1990-01-11
Souza,EUDIS,179,72,1983-08-05
Frédéric,FRANS,193,85,1989-01-03
Sven,KUMS,176,63,1988-02-26
Akwasi,ODURO,180,,1987-02-08
Sawaneh,IBOU,179,71,1986-09-07
Sam,DE MUNTER,183,78,1988-09-10
Ivan,BOŽIĆ,186,80,1983-11-19
Griffin,DE VROE,179,,1984-11-02
Mohamed,ARMOUMEN,187,81,1978-09-07
Jonathan,TÉHOUÉ,183,84,1984-05-03
Arnaud,DJOUM,183,76,1989-05-02
Mehdi,HADRAOUI,182,71,1988-02-20
Demba,BA,189,84,1985-05-25
Rubin,DANTSCHOTTER,185,74,1986-02-18
Dieter,WITTESAELE,,,1989-01-21
Tom,DE SUTTER,192,88,1985-07-03
Reimond,MANCO,169,51,1990-08-23
Erhan,KAVAK,180,75,1987-12-16
Franck,MADOU,188,91,1987-09-15
Matt,GREEN,183,81,1987-01-02
Christoph,SAURER,175,65,1986-01-22
Jan-Marc,RIEGLER,188,71,1988-04-18
Thierry,FIDJEU TAZEMETA,179,77,1982-10-13
Csaba,CSIZMADIA,178,69,1985-05-30
Marko,VUJIC,,,1984-02-21
Ramazan,ÖZCAN,187,80,1984-06-28
Astrit,RUSTEMAJ,180,76,1989-02-05
Gábor,NAGY,185,,1981-09-30
Iván,BENITO,182,82,1976-08-27
Ridge,MUNSY,188,84,1989-07-09
Daniel,FANGER,190,73,1988-08-11
Sascha,IMHOLZ,180,,1988-11-15
Yassin,MIKARI,172,68,1983-01-09
Frank,FELTSCHER,180,74,1988-05-17
Ari,NYMAN,185,82,1984-02-07
Matthew,ŠPIRANOVIĆ,193,88,1988-06-27
Benedikt,FERNANDEZ,184,74,1985-01-08
Michael,LANGER,193,87,1985-01-06
David,LUIZ,189,84,1987-04-22
Christian,ERWIG,,,1983-12-06
Kevin,SCHINDLER,191,79,1988-05-21
Aleksandr,PRUDNIKOV,185,80,1989-02-24
Georginio,WIJNALDUM,178,68,1990-11-11
Kamani,HILL,182,77,1985-12-28
Rafael,SCHASCHKO,,,1985-06-07
Thomas,RATHGEBER,189,86,1985-05-30
Ceyhun,GÜLSELAM,192,88,1987-12-25
Sven,BENDER,186,80,1989-04-27
Alexander,EBERLEIN,186,77,1988-01-14
Tiago,CAVALCANTI,183,81,1984-09-05
Mariano,TRÍPODI,181,79,1987-07-03
Rodrigues,CIDIMAR,184,75,1984-07-01
Sascha,KOTYSCH,188,78,1988-10-02
Moses,LAMIDI,177,70,1988-01-05
Christopher,SCHORCH,189,80,1989-01-30
Alexander,BAUMJOHANN,177,72,1987-01-23
Damir,VRANČIĆ,184,78,1985-10-04
Robert,TESCHE,182,78,1987-05-27
Marcel,HELLER,176,70,1986-02-12
Marco,QUOTSCHALLA,184,73,1988-07-25
Nuno,PINTO,176,72,1986-08-06
Thokozani,MSHENGU,164,60,1985-11-29
Billy,MWANZA,176,75,1983-01-21
Kampamba,CHINTU,185,79,1980-12-28
António,LIVRAMENTO,173,67,1982-03-03
João,RIBEIRO,177,73,1987-08-13
Serge,N&#39;GAL,173,73,1986-01-13
Marco,SOARES,180,75,1984-06-16
Hugo,FARIA,180,76,1983-02-15
Collônia,LEÂNDERSON,181,76,1982-09-13
Marcin,CHMIEST,,,1979-02-12
Gonçalo,BRANDÃO,182,75,1986-10-09
Luis,MANO,170,64,1987-04-09
Igor,BARUKCIC,192,90,1982-04-05
Alexander,HUBER,173,68,1985-02-25
Sales,LEOZINHO,169,68,1985-12-12
Valentine,ATEM,,,1979-08-26
Nils,PETERSEN,188,80,1988-12-06
Vusi,DHLAMINI,,,1983-11-19
Mabhuti,KHENYEZA,173,78,1982-06-17
Mlungisi,GUMBI,,,1980-03-09
Nhlanhla,NGUBANE,,,1985-06-16
Philani,SHANGE,174,60,1986-06-22
Kalililo,KAKONJE,,,1985-01-01
Fischer,KONDOWE,171,66,1982-11-06
Eric,RAMAVHALE,,,1979-02-07
Hlompho,KEKANA,176,68,1985-05-23
Robert,NGAMBI,,,1986-09-01
Christopher,NETSHIDZIVHE,,,1980-12-18
Thabiso,HLALELE,,,1982-12-14
Lamine,DIARRA,175,71,1983-12-20
Jabulani,MALULEKE,,,1982-03-17
Peter,MPONDA,,,1981-04-01
Katlego,LOKE,,,1982-12-10
July,MAHLANGU,,,1982-07-09
Brian,KGAFANE,,,1982-09-15
Energy,MURAMBADORO,181,82,1982-06-26
Bernard,PARKER,178,71,1986-03-16
Sello,MHLAMBI,,,1984-09-10
Tshepo,MASILELA,175,70,1985-07-15
Thabo,MABASO,,,1979-11-20
Nikola,KARČEV,,,1981-03-31
Metodija,STEPANOVSKI,186,,1983-05-26
Milan,ILIEVSKI,182,75,1982-07-21
Tome,PACOVSKI,185,80,1982-06-28
Filip,MADZOVSKI,,,1984-01-01
Amr,EL SAFTY,183,80,1983-10-09
Magdy,ATWA,168,68,1983-04-07
Ahmed,HOSSAM,177,77,1981-04-21
Mahmoud,MAHMOUD,190,85,1981-06-13
Noel,ALONSO,178,74,1987-03-19
Emad,SAYED,177,70,1986-04-06
Domingo,CISMA,184,78,1982-02-09
Daniel,FRAGOSO,180,74,1982-03-31
González,IRIOME,186,78,1987-06-22
Líder,MÁRMOL,185,74,1985-10-02
Julio,IRRÁZABAL,176,66,1980-11-25
Donígio,INZAGHI,178,72,1985-04-25
Mahmoud,SHOKRI,,,1989-01-01
Leandro,MAKELELE,173,65,1985-02-26
Rami,RABIE,177,75,1982-06-26
Abdellah,GALAL,179,78,1986-01-20
Ahmed,SEDIK,170,62,1983-08-16
Kabamba,MUSASA,180,80,1982-05-03
Tshegofatso,MASHEGO,171,73,1981-03-10
Onismor,BHASERA,173,76,1986-12-07
Welcome,QALANTO,180,79,1980-08-06
Graham,KING,,,1985-03-13
Lynch,PULE,168,78,1984-06-03
Siyabonga,SIPHIKA,179,71,1981-04-24
Calvin,SOSIBO,161,62,1985-03-15
Luntu,MAZANA,165,68,1980-12-15
Collen,ZIMBA,173,,1983-12-19
Ibrahim,OMOTAYO,,,1983-12-15
Thabang,ROOI,173,78,1982-12-27
Dejan,BOGUNOVIĆ,,,1981-05-13
Martin,CARELSE,,,1980-11-21
Andile,CELE,,,1981-05-24
Sibusiso,NTULI,,,1988-10-10
Siphesihle,NGOBESE,165,64,1983-09-27
Thando,NGWABENI,,,1981-06-11
Stojan,IGNATOV,170,68,1979-12-22
Armand,YANKEP,181,76,1985-12-17
Nderim,NEDZIPI,176,72,1984-05-22
Goran,TODORCEV,181,77,1984-01-21
Vanco,TRAJCOV,,,1975-07-05
Ivan,PEJČIĆ,184,78,1982-09-11
Krste,VELKOSKI,178,68,1988-02-20
Gjorgji,MANEVSKI,185,81,1986-09-17
Toni,MEGLENSKI,,,1981-05-22
Aleksandar,KRSTESKI,186,82,1983-09-03
Nove,ACESKI,177,71,1987-05-26
Blagojce,DAMEVSKI,,,1981-10-17
Darko,TOFILOSKI,194,86,1986-01-13
Christian,FERNÁNDEZ,182,78,1985-10-15
Javi,GUERRA,181,78,1983-03-15
Pérez,CARLITOS,174,73,1987-01-17
Dani,PAREJO,180,75,1989-04-16
Moyano,POPO,165,62,1988-01-25
Dani,GUILLÉN,176,73,1984-10-01
Durán,FRANCIS,182,74,1988-04-28
Vučina,ŠĆEPANOVIĆ,181,74,1982-11-17
Goran,SIMOV,186,,1975-03-31
Goran,DIMOVSKI,174,68,1982-10-14
Vasko,MITREV,,,1984-05-23
Borce,RISTOVSKI,186,81,1984-11-12
Vangjel,ALTIPARMAKOVSKI,,,1988-03-01
Adis,JAHOVIC,190,90,1987-03-18
Blagojce,LJAMCEVSKI,,,1987-04-07
Daniel,JOVANOVSKI,177,,1983-11-12
Ismail,ISMAILI,172,70,1981-11-14
Vladan,MILOSAVLJEV,172,68,1987-02-01
Toni,BRNJARCEVSKI,173,,1985-06-07
Igor,ILIĆ,,,1986-06-06
Nacho,CASANOVA,180,,1986-02-04
Daniel,MOJSOV,190,88,1987-12-25
Oliveira,WANDEIR,177,,1980-05-16
Riste,NAUMOV,183,77,1981-04-14
Ivan,TRICKOVSKI,182,79,1987-04-18
Vladimir,SEKULOVSKI,184,,1980-10-07
Oliver,PEEV,182,76,1987-06-08
Jovan,KOSTOVSKI,188,79,1987-04-19
Ivica,GLIGOROVSKI,181,70,1981-04-15
Nikola,TONEV,187,77,1985-11-12
Velimir,ZDRAVKOVIC,,,1980-07-30
Dejan,KOSTURANOV,,,1986-09-06
Dani,ESTRADA,177,68,1987-01-03
Jonathan,VILA,186,78,1986-03-06
Dani,ÁBALO,174,68,1987-09-29
Beñat,ETXEBARRIA,175,72,1987-02-19
Gaizka,BERGARA,181,75,1986-02-07
Jon,ERICE,176,70,1986-11-03
Lei,CHEN,180,75,1985-10-16
Lin,GAO,185,75,1986-02-14
Jianqing,MAO,185,80,1986-08-08
Hongliang,WANG,175,75,1985-01-14
Gang,LI,186,80,1981-08-27
Kun,JIANG,180,76,1978-08-01
Tao,YU,179,75,1981-10-15
Longyuan,SHEN,,,1985-03-02
Chen,ZHANG,,,1981-12-17
Yi'nan,LI,185,78,1979-02-25
Wei,DU,187,77,1982-02-19
Wai Chiu,NG,185,76,1981-10-22
Dalei,WANG,185,75,1989-01-10
Rubén,RIVERA,183,75,1985-05-03
Longquan,DU,,,1988-05-29
Shipeng,YAN,179,77,1987-09-08
Yu,ZOU,195,85,1985-09-22
Xiaofeng,LIU,178,73,1989-12-08
Xuanhong,WANG,,,1989-07-24
Xuepeng,LI,184,76,1988-09-18
Shoubo,SUN,191,93,1983-06-11
Yu,ZIQIAN,191,,1985-06-03
Zou,JIE,,,1981-01-17
Mingjian,ZHAO,181,81,1987-11-22
Zhaojun,HU,182,75,1981-03-01
Lei,QUAN,180,84,1985-01-13
Sheng,WANG,,,1981-08-01
Song,YAN,182,82,1981-03-20
Xuri,ZHAO,185,85,1985-12-03
Ting,ZHU,182,75,1985-07-15
Yaokun,ZHANG,185,75,1981-04-17
Xiaoting,FENG,187,75,1985-10-22
Biao,MAO,183,75,1987-07-24
Yanming,ZHAO,185,70,1981-01-16
Benjian,LI,181,75,1986-03-05
Xingcan,LI,180,63,1987-09-28
Junmin,HAO,178,70,1987-03-24
Wei'an,WU,181,70,1981-09-01
Shuo,ZHANG,184,72,1983-09-17
Xu,TIAN,183,75,1986-02-15
Ya,OU,190,87,1986-02-14
Feng,YANG,178,73,1983-02-13
Yang,HE,186,79,1983-02-23
Jun,YANG,187,78,1980-06-10
Álex,DIEGO,181,80,1985-07-01
Zhe,JIAO,181,70,1981-08-21
Zheng,LU,182,70,1985-02-25
Cheng,YANG,185,72,1985-10-11
Peng,CUI,178,70,1987-05-31
Chi,ZHANG,175,76,1987-07-08
Haibin,ZHOU,185,74,1985-07-19
Cheng,WAN,181,64,1985-11-01
Xiaolong,WANG,176,68,1986-03-11
Wei,LI,176,68,1985-03-18
Yongpo,WANG,178,75,1987-01-19
Weiwei,YUAN,182,70,1985-11-25
Peng,HAN,185,77,1983-09-13
Alan,ZAMORA,178,72,1985-04-08
Arturo,MUÑOZ,174,70,1984-12-31
José María,CÁRDENAS,166,67,1985-04-02
